id_persona,jefe_hogar,sexo,edad,ocupado,trabajador_informal,tiene_billetera,usa_billetera,credito_formal_2024,factor_expansion,nivel_educativo,estrato,dominio,miembros_hogar,conglomerado,ingreso_percapita_2024,gasto_percapita_2024,credito_formal_2025,ingreso_percapita_2025,gasto_percapita_2025,razon_no_credito,razon_demanda,razon_deuda,razon_intereses,razon_costos,razon_requisitos,razon_infocorp,razon_otro,tiene_barrera_credito,credito_informal_2025,nuevo_credito_formal
15100-3-11-1,1,1,72.0,1,1.0,0,0,0,74.3708267211914,4.0,8,4,2,15100,8155.978515625,6685.404296875,0,7379.705078125,5291.9921875,6.0,1,0,0,0,0,0,0,0,0,0
15100-21-11-1,1,1,64.0,1,0.0,0,0,0,74.3708267211914,4.0,8,4,1,15100,28826.470703125,26789.193359375,0,19710.923828125,17799.86328125,6.0,1,0,0,0,0,0,0,0,0,0
15100-22-11-1,1,1,69.0,1,1.0,0,0,0,74.3708267211914,4.0,8,4,1,15100,9221.583984375,6303.04931640625,0,12217.294921875,6106.80517578125,6.0,1,0,0,0,0,0,0,0,0,0
15100-23-11-1,1,1,68.0,1,1.0,0,0,0,74.3708267211914,4.0,8,4,5,15100,2554.0359375,5532.20625,0,7318.0703125,7558.05224609375,6.0,1,0,0,0,0,0,0,0,0,0
15100-24-11-1,1,1,64.0,1,1.0,0,0,0,74.3708267211914,4.0,8,4,2,15100,5885.0634765625,5276.54248046875,0,7982.154296875,7693.26171875,6.0,1,0,0,0,0,0,0,0,0,0
15101-15-11-1,1,1,44.0,1,1.0,1,0,0,72.2517242431641,6.0,6,4,2,15101,11983.603515625,5877.4052734375,0,11137.8876953125,10166.078125,6.0,1,0,0,0,0,0,0,0,0,0
15101-23-11-1,1,1,47.0,1,1.0,0,0,0,72.2517242431641,7.0,6,4,4,15101,40136.80078125,8363.6005859375,0,10071.4716796875,9148.2919921875,6.0,1,0,0,0,0,0,0,0,0,0
15101-41-11-1,1,1,40.0,1,1.0,0,0,0,72.2517242431641,7.0,6,4,4,15101,3467.471923828125,4385.998046875,0,8148.7978515625,6071.162109375,6.0,1,0,0,0,0,0,0,0,0,0
15101-73-11-1,1,1,42.0,1,1.0,1,0,0,72.2517242431641,4.0,6,4,4,15101,6262.76416015625,6740.1337890625,0,6301.99658203125,7798.54296875,6.0,1,0,0,0,0,0,0,0,0,0
15101-82-11-1,1,1,57.0,1,1.0,0,0,0,72.2517242431641,3.0,6,4,1,15101,3229.72485351563,3763.720703125,0,4446.62451171875,4856.92333984375,6.0,1,0,0,0,0,0,0,0,0,0
15102-10-11-1,1,1,53.0,1,1.0,0,0,0,80.3816604614258,3.0,7,4,5,15102,13312.246875,9613.53671875,0,11694.790625,11623.953125,6.0,1,0,0,0,0,0,0,0,0,0
15102-73-11-1,1,1,31.0,1,1.0,1,0,0,80.3816604614258,8.0,7,4,1,15102,9652.369140625,8956.568359375,0,14878.787109375,8281.322265625,6.0,1,0,0,0,0,0,0,0,0,0
15102-75-11-1,1,2,64.0,1,1.0,0,0,0,80.3816604614258,3.0,7,4,1,15102,7712.90869140625,6555.2255859375,0,10273.5087890625,10535.482421875,6.0,1,0,0,0,0,0,0,0,0,0
15102-78-11-1,1,1,57.0,1,1.0,0,0,0,80.3816604614258,4.0,7,4,2,15102,3910.47802734375,6103.5537109375,0,7024.39599609375,7513.46484375,6.0,1,0,0,0,0,0,0,0,0,0
15103-9-11-1,1,1,59.0,1,1.0,0,0,0,78.585823059082,3.0,8,4,3,15103,23157.557291666668,7851.704427083333,0,8660.175130208334,7468.49609375,6.0,1,0,0,0,0,0,0,0,0,0
15103-10-11-1,1,1,26.0,1,1.0,0,0,0,78.585823059082,5.0,8,4,3,15103,5491.915364583333,7065.718098958333,0,3186.492919921875,4040.990966796875,6.0,1,0,0,0,0,0,0,0,0,0
15103-12-11-1,1,1,46.0,1,1.0,0,0,0,78.585823059082,4.0,8,4,9,15103,4776.247829861111,4002.3567708333335,0,4370.457682291667,4560.180013020833,6.0,1,0,0,0,0,0,0,0,0,0
15103-20-11-1,1,1,60.0,1,1.0,0,0,0,78.585823059082,4.0,8,4,3,15103,11724.610677083334,5817.569661458333,0,3865.6197916666665,5338.804361979167,6.0,1,0,0,0,0,0,0,0,0,0
15104-5-11-1,1,2,41.0,1,0.0,0,0,0,72.2517242431641,4.0,7,4,5,15104,7986.5171875,5174.6109375,0,13102.048177083334,2306.8445638020835,6.0,1,0,0,0,0,0,0,0,0,0
15104-6-11-1,1,2,44.0,1,1.0,0,0,0,72.2517242431641,5.0,7,4,3,15104,11974.91796875,9902.444010416666,0,7672.02001953125,5326.037109375,6.0,1,0,0,0,0,0,0,0,0,0
15104-7-11-1,1,1,80.0,1,1.0,0,0,0,72.2517242431641,3.0,7,4,3,15104,8392.510416666666,6247.02734375,0,17586.560546875,9665.5712890625,6.0,1,0,0,0,0,0,0,0,0,0
15104-8-11-1,1,1,43.0,1,1.0,0,0,0,72.2517242431641,4.0,7,4,5,15104,4592.84921875,3963.537890625,0,4288.302734375,5018.0908203125,6.0,1,0,0,0,0,0,0,0,0,0
15104-66-11-1,1,1,57.0,1,1.0,0,0,0,72.2517242431641,3.0,7,4,5,15104,12820.55546875,7535.6921875,0,14565.647135416666,9794.458333333334,6.0,1,0,0,0,0,0,0,0,0,0
15104-68-11-1,1,1,46.0,1,1.0,1,0,0,72.2517242431641,6.0,7,4,6,15104,6201.319661458333,6059.17578125,1,8294.559895833334,5531.578776041667,6.0,1,0,0,0,0,0,0,0,0,1
15104-69-11-1,1,1,55.0,1,1.0,0,0,0,72.2517242431641,3.0,7,4,6,15104,3818.076171875,4755.654947916667,0,13871.60546875,5563.821614583333,12.0,0,0,0,0,0,0,1,1,1,0
15121-41-11-1,1,1,45.0,1,1.0,0,0,0,65.2061309814453,6.0,7,7,4,15121,22086.5,8129.75390625,0,25242.4375,9941.2939453125,6.0,1,0,0,0,0,0,0,0,0,0
15121-42-11-1,1,1,65.0,1,1.0,0,0,0,65.2061309814453,5.0,7,7,6,15121,9381.325520833334,6831.58203125,0,18249.453125,10338.825,6.0,1,0,0,0,0,0,0,0,0,0
15121-44-11-1,1,2,35.0,1,1.0,1,0,0,65.2061309814453,7.0,7,7,3,15121,9068.642578125,8745.7109375,0,7554.5,6575.8173828125,6.0,1,0,0,0,0,0,0,0,0,0
15121-114-11-1,1,1,60.0,1,1.0,0,0,0,65.2061309814453,6.0,7,7,5,15121,7082.9828125,6496.046875,0,5932.869140625,5014.355859375,6.0,1,0,0,0,0,0,0,0,0,0
15140-61-11-1,1,1,52.0,1,1.0,0,0,0,71.17578125,4.0,7,7,3,15140,8871.079427083334,6862.94921875,0,10841.106119791666,7442.408854166667,6.0,1,0,0,0,0,0,0,0,0,0
15140-63-11-1,1,1,57.0,1,1.0,0,0,0,71.17578125,4.0,7,7,4,15140,7127.888671875,3860.133544921875,0,4577.81005859375,4040.72900390625,6.0,1,0,0,0,0,0,0,0,0,0
15140-64-11-1,1,1,48.0,1,1.0,0,0,0,71.17578125,5.0,7,7,3,15140,7795.393880208333,6846.125,1,5856.452473958333,5278.509114583333,7.0,0,1,0,0,0,0,0,1,0,1
15140-143-11-1,1,1,66.0,1,1.0,1,1,0,71.17578125,6.0,7,7,2,15140,12108.8056640625,6255.07568359375,0,9949.8212890625,8444.4208984375,6.0,1,0,0,0,0,0,0,0,0,0
