id_persona,jefe_hogar,sexo,edad,ocupado,trabajador_informal,tiene_billetera,usa_billetera,credito_formal_2024,factor_expansion,nivel_educativo,estrato,dominio,miembros_hogar,conglomerado,ingreso_percapita_2024,gasto_percapita_2024,credito_formal_2025,ingreso_percapita_2025,gasto_percapita_2025,razon_no_credito,razon_demanda,razon_deuda,razon_intereses,razon_costos,razon_requisitos,razon_infocorp,razon_otro,tiene_barrera_credito,credito_informal_2025,nuevo_credito_formal
15099-158-11-1,1,1,49.0,1,1.0,0,0,0,78.585823059082,3.0,7,4,3,15099,5382.953776041667,6326.211588541667,0,6987.67578125,4010.0901692708335,8.0,0,0,1,0,0,0,0,1,0,0
15099-159-11-1,1,1,75.0,1,1.0,0,0,0,78.585823059082,4.0,7,4,2,15099,3563.145263671875,5350.8095703125,0,6161.17041015625,4096.4208984375,9.0,0,0,0,1,0,0,0,1,0,0
15104-69-11-1,1,1,55.0,1,1.0,0,0,0,72.2517242431641,3.0,7,4,6,15104,3818.076171875,4755.654947916667,0,13871.60546875,5563.821614583333,12.0,0,0,0,0,0,0,1,1,1,0
15140-64-11-1,1,1,48.0,1,1.0,0,0,0,71.17578125,5.0,7,7,3,15140,7795.393880208333,6846.125,1,5856.452473958333,5278.509114583333,7.0,0,1,0,0,0,0,0,1,0,1
15142-162-11-1,1,1,44.0,1,1.0,0,0,0,71.17578125,9.0,7,7,4,15142,6355.20361328125,6887.2451171875,0,7688.6865234375,6284.81103515625,10.0,0,0,0,0,1,0,0,1,0,0
15157-42-11-1,1,1,37.0,1,1.0,0,0,0,65.3573379516602,6.0,8,7,4,15157,6574.9521484375,4783.38671875,0,7052.99169921875,6382.69677734375,8.0,0,0,1,0,0,0,0,1,0,0
15161-326-11-1,1,1,69.0,1,1.0,0,0,0,65.2061309814453,3.0,7,7,1,15161,11841.3779296875,7592.16650390625,0,16911.171875,7733.56689453125,12.0,0,0,0,0,0,0,1,1,0,0
15161-327-11-1,1,1,61.0,1,1.0,0,0,0,65.2061309814453,3.0,7,7,4,15161,4949.2802734375,2898.35693359375,0,4587.6650390625,3461.968017578125,12.0,0,0,0,0,0,0,1,1,0,0
15162-398-11-1,1,1,36.0,1,1.0,0,0,0,71.17578125,6.0,7,7,3,15162,4367.195963541667,2482.496419270833,0,5856.738932291667,3150.173828125,8.0,0,0,1,0,0,0,0,1,0,0
15163-41-11-1,1,1,27.0,1,1.0,0,0,0,65.3573379516602,5.0,8,7,4,15163,3608.674560546875,3189.0830078125,0,2462.33056640625,2632.09326171875,10.0,0,0,0,0,1,0,0,1,0,0
15164-1-11-1,1,1,39.0,1,1.0,0,0,0,71.17578125,3.0,8,7,5,15164,2285.276953125,6592.72734375,0,13639.153125,12299.42734375,11.0,0,0,0,0,0,1,0,1,1,0
15165-7-11-1,1,1,31.0,1,0.0,1,1,0,65.3573379516602,9.0,6,7,2,15165,15376.6806640625,11660.7705078125,1,19484.97265625,12973.380859375,7.0,0,1,0,0,0,0,0,1,0,1
15165-20-11-1,1,1,57.0,1,1.0,0,0,0,65.3573379516602,5.0,6,7,2,15165,9061.517578125,11125.845703125,0,12769.2724609375,9707.798828125,12.0,0,0,0,0,0,0,1,1,0,0
15167-119-11-1,1,2,57.0,1,1.0,0,0,0,65.3573379516602,1.0,7,7,5,15167,4865.605078125,3937.98359375,0,8369.80859375,4805.23486328125,8.0,0,0,1,0,0,0,0,1,0,0
15169-1-11-1,1,1,61.0,1,1.0,0,0,0,65.2061309814453,4.0,7,7,3,15169,4523.229166666667,4410.0595703125,0,6417.063802083333,6515.623697916667,10.0,0,0,0,0,1,0,0,1,0,0
15169-121-11-1,1,1,59.0,1,1.0,0,0,0,65.2061309814453,3.0,7,7,6,15169,2936.9000651041665,2032.6513671875,0,2537.9410807291665,3121.4928385416665,10.0,0,0,0,0,1,0,0,1,0,0
15171-34-11-1,1,2,70.0,1,1.0,0,0,0,56.599250793457,1.0,8,7,1,15171,9224.33203125,5745.2548828125,0,5729.7158203125,4740.751953125,12.0,0,0,0,0,0,0,1,1,0,0
15172-57-11-1,1,1,42.0,1,1.0,0,0,0,56.599250793457,3.0,7,7,8,15172,2193.78125,2895.337646484375,0,2472.6135602678573,2939.197265625,9.0,0,0,0,1,0,0,0,1,0,0
15172-183-11-1,1,1,36.0,1,1.0,0,0,0,56.599250793457,6.0,7,7,5,15172,3440.35078125,3347.021875,1,2048.8533203125,2633.616015625,8.0,0,0,1,0,0,0,0,1,0,1
15173-122-11-1,1,1,25.0,1,1.0,0,0,0,65.2061309814453,5.0,7,7,4,15173,7952.619140625,5362.99658203125,0,5031.7802734375,3511.798583984375,12.0,0,0,0,0,0,0,1,1,0,0
15173-123-11-1,1,1,70.0,1,1.0,0,0,0,65.2061309814453,4.0,7,7,2,15173,4535.67529296875,4739.7861328125,0,6239.6884765625,3911.61083984375,12.0,0,0,0,0,0,0,1,1,0,0
15173-127-11-1,1,1,55.0,1,1.0,0,0,0,65.2061309814453,8.0,7,7,4,15173,2161.583251953125,4497.14892578125,0,6544.26611328125,7066.45751953125,8.0,0,0,1,0,0,0,0,1,0,0
15175-87-11-1,1,1,59.0,1,1.0,0,0,0,65.3573379516602,4.0,7,7,3,15175,7060.249348958333,8553.823567708334,0,3152.3853515625,4161.4859375,12.0,0,0,0,0,0,0,1,1,0,0
15176-24-11-1,1,2,79.0,1,1.0,0,0,0,65.3573379516602,3.0,7,7,2,15176,10719.5068359375,6377.98095703125,0,3457.904541015625,2992.019775390625,12.0,0,0,0,0,0,0,1,1,0,0
15182-128-11-1,1,1,30.0,1,0.0,0,0,0,56.599250793457,5.0,7,7,3,15182,4368.278971354167,7786.614583333333,1,7029.626953125,6402.720703125,10.0,0,0,0,0,1,0,0,1,0,1
15182-129-11-1,1,1,38.0,1,1.0,0,0,0,56.599250793457,5.0,7,7,6,15182,5577.32421875,5857.690755208333,0,9010.869791666666,8630.274739583334,12.0,0,0,0,0,0,0,1,1,0,0
15182-130-11-1,1,1,53.0,1,1.0,0,0,0,56.599250793457,4.0,7,7,8,15182,5761.373046875,5046.55419921875,0,5865.673177083333,4150.524739583333,12.0,0,0,0,0,0,0,1,1,0,0
15184-80-11-1,1,2,63.0,1,1.0,0,0,0,71.17578125,4.0,8,7,2,15184,9678.25390625,11203.3828125,0,8431.1552734375,6646.8671875,10.0,0,0,0,0,1,0,0,1,0,0
15226-92-11-1,1,1,61.0,1,0.0,1,1,0,456.346343994141,6.0,2,2,3,15226,7416.3359375,7074.34375,1,13704.146484375,10754.1162109375,7.0,0,1,0,0,0,0,0,1,0,1
15233-108-22-1,1,1,39.0,1,1.0,1,0,0,608.461791992188,4.0,2,2,4,15233,4082.900634765625,5462.44677734375,0,3943.757568359375,4440.25634765625,8.0,0,0,1,0,0,0,0,1,0,0
15234-53-11-1,1,2,71.0,1,1.0,0,0,0,284.089172363281,6.0,2,2,6,15234,9761.18359375,6589.936848958333,0,21030.28515625,18744.630859375,11.0,0,0,0,0,0,1,0,1,0,0
15234-92-11-1,1,2,35.0,1,1.0,1,1,0,284.089172363281,8.0,2,2,4,15234,5303.693359375,5544.77880859375,0,7455.935546875,7240.849609375,11.0,0,0,0,0,0,1,0,1,0,0
15238-106-11-1,1,2,51.0,1,1.0,0,0,0,281.693450927734,3.0,2,2,5,15238,7864.48515625,7413.0015625,0,7194.640625,5576.658203125,11.0,0,0,0,0,0,1,0,1,0,0
15240-1-11-1,1,1,38.0,1,0.0,1,1,0,190.234710693359,10.0,2,2,3,15240,16282.135416666666,16147.91796875,0,72437.4453125,51332.890625,11.0,0,0,0,0,0,1,0,1,0,0
15240-53-11-1,1,2,37.0,1,0.0,1,0,0,190.234710693359,11.0,2,2,3,15240,29399.33333333333,14929.470052083334,1,19503.28125,14425.7041015625,7.0,0,1,0,0,0,0,0,1,0,1
15241-31-11-1,1,2,48.0,1,1.0,1,1,0,7.13996362686157,6.0,2,2,5,15241,11750.3375,11150.64140625,1,10449.623046875,9172.728515625,,0,0,0,0,0,0,0,0,0,1
15241-69-11-1,1,1,33.0,1,0.0,1,1,0,7.13996362686157,9.0,2,2,1,15241,292470.65625,60978.7734375,0,31391.037109375,31304.099609375,11.0,0,0,0,0,0,1,0,1,0,0
15243-32-11-1,1,2,61.0,1,0.0,0,0,0,520.7001953125,11.0,2,2,3,15243,26219.315104166668,16737.6328125,1,21016.940104166668,15580.16015625,7.0,0,1,0,0,0,0,0,1,0,1
15263-3-11-1,1,2,59.0,1,1.0,0,0,0,313.335693359375,6.0,4,2,2,15263,17252.677734375,12523.5185546875,1,29188.240234375,15649.21484375,,0,0,0,0,0,0,0,0,0,1
15263-40-11-1,1,1,35.0,1,1.0,1,1,0,313.335693359375,7.0,4,2,2,15263,14031.8271484375,12732.86328125,0,18239.59375,12777.044921875,11.0,0,0,0,0,0,1,0,1,0,0
15263-75-11-1,1,1,46.0,1,1.0,1,1,0,313.335693359375,6.0,4,2,6,15263,11371.119791666666,9537.877604166666,0,10422.563151041666,10405.498697916666,11.0,0,0,0,0,0,1,0,1,0,0
15263-94-11-1,1,1,36.0,1,0.0,1,1,0,313.335693359375,6.0,4,2,5,15263,7956.2,7356.56640625,1,6691.61796875,7735.13984375,7.0,0,1,0,0,0,0,0,1,0,1
15264-21-11-1,1,1,63.0,1,1.0,0,0,0,280.732147216797,8.0,4,2,3,15264,16376.166666666666,15547.309895833334,0,10497.009765625,10559.012369791666,11.0,0,0,0,0,0,1,0,1,0,0
15283-15-11-1,1,2,56.0,1,1.0,0,0,0,195.429351806641,6.0,2,5,3,15283,21336.53645833333,12236.928385416666,0,18962.03125,8247.369140625,10.0,0,0,0,0,1,0,0,1,0,0
15287-56-11-1,1,1,46.0,1,0.0,1,1,0,73.9892578125,5.0,2,5,4,15287,14166.310546875,13277.38671875,0,14732.3349609375,11332.9775390625,8.0,0,0,1,0,0,0,0,1,0,0
15287-94-11-1,1,2,45.0,1,1.0,0,0,0,73.9892578125,8.0,2,5,3,15287,6111.291666666667,4426.26171875,0,5121.553059895833,4929.266927083333,12.0,0,0,0,0,0,0,1,1,0,0
15287-133-11-1,1,1,73.0,1,1.0,0,0,0,73.9892578125,3.0,2,5,2,15287,5146.72314453125,4760.9697265625,0,7034.78564453125,9549.6337890625,8.0,0,0,1,0,0,0,0,1,0,0
15297-18-11-1,1,1,70.0,1,1.0,0,0,0,210.793838500977,1.0,2,5,3,15297,12130.8125,6615.570963541667,0,21108.38671875,10035.9794921875,12.0,0,0,0,0,0,0,1,1,0,0
15297-44-11-1,1,1,44.0,1,0.0,1,1,0,210.793838500977,8.0,2,5,4,15297,9453.7890625,6853.96728515625,1,4905.89013671875,8465.25390625,9.0,0,0,0,1,0,0,0,1,1,1
15297-71-11-1,1,1,51.0,1,1.0,0,0,0,210.793838500977,4.0,2,5,5,15297,15092.8828125,12956.83828125,0,22384.19270833333,9452.342447916666,12.0,0,0,0,0,0,0,1,1,0,0
15298-73-11-1,1,2,69.0,1,0.0,1,1,0,177.212142944336,8.0,2,5,1,15298,51775.18359375,48863.27734375,0,58256.09765625,54928.42578125,12.0,0,0,0,0,0,0,1,1,0,0
15299-4-11-1,1,2,65.0,1,1.0,0,0,0,566.257385253906,5.0,2,5,5,15299,11793.26953125,7687.0953125,0,7961.620535714285,6315.146763392857,12.0,0,0,0,0,0,0,1,1,0,0
15299-31-11-1,1,2,72.0,1,1.0,0,0,0,566.257385253906,3.0,2,5,1,15299,6211.93408203125,3111.00244140625,0,7558.6279296875,8148.7392578125,12.0,0,0,0,0,0,0,1,1,0,0
15299-45-11-1,1,1,47.0,1,1.0,0,0,0,566.257385253906,6.0,2,5,6,15299,8911.798177083334,6782.836588541667,0,14134.25,8167.0791015625,12.0,0,0,0,0,0,0,1,1,0,0
15299-59-11-1,1,1,75.0,1,1.0,0,0,0,566.257385253906,3.0,2,5,1,15299,17184.38671875,13128.6787109375,0,11404.837890625,13057.83984375,12.0,0,0,0,0,0,0,1,1,0,0
15301-53-11-1,1,1,35.0,1,0.0,0,0,0,260.572479248047,10.0,2,5,1,15301,19160.9765625,18552.7734375,1,24907.240234375,14079.546875,8.0,0,0,1,0,0,0,0,1,0,1
15303-55-11-1,1,2,59.0,1,0.0,1,1,0,158.09538269043,11.0,2,5,3,15303,44924.911458333336,39274.4453125,0,34972.216145833336,20281.65625,8.0,0,0,1,0,0,0,0,1,0,0
15303-131-11-1,1,1,59.0,1,1.0,0,0,0,158.09538269043,3.0,2,5,5,15303,20374.9296875,13388.775,0,17873.2765625,12520.0921875,12.0,0,0,0,0,0,0,1,1,0,0
15315-50-11-1,1,2,58.0,1,1.0,0,0,0,557.662719726563,4.0,5,5,3,15315,8904.673177083334,11847.1015625,0,8412.072916666666,9757.419921875,12.0,0,0,0,0,0,0,1,1,1,0
15315-96-11-1,1,1,59.0,1,1.0,0,0,0,557.662719726563,4.0,5,5,3,15315,11707.56640625,7418.089192708333,0,21886.643229166668,11955.221354166666,12.0,0,0,0,0,0,0,1,1,0,0
15315-112-11-1,1,1,48.0,1,1.0,1,1,0,557.662719726563,6.0,5,5,6,15315,10737.514973958334,7457.28515625,0,6066.555338541667,8122.589192708333,8.0,0,0,1,0,0,0,0,1,0,0
15317-34-11-1,1,1,49.0,1,1.0,0,0,0,236.282852172852,6.0,5,5,4,15317,13811.2236328125,13593.2470703125,0,20658.8828125,19840.73828125,12.0,0,0,0,0,0,0,1,1,0,0
15317-49-11-1,1,1,50.0,1,1.0,0,0,0,236.282852172852,4.0,5,5,4,15317,4445.162109375,4022.0751953125,0,1958.0072021484373,3762.865478515625,12.0,0,0,0,0,0,0,1,1,0,0
15318-20-11-1,1,1,60.0,1,1.0,0,0,0,566.257385253906,3.0,5,5,2,15318,11479.1552734375,8684.7314453125,0,14270.228515625,11813.005859375,12.0,0,0,0,0,0,0,1,1,0,0
15318-33-11-1,1,1,41.0,1,1.0,0,0,0,566.257385253906,6.0,5,5,3,15318,6699.141276041667,5159.0595703125,0,15842.5,7336.570963541667,8.0,0,0,1,0,0,0,0,1,0,0
15318-48-11-1,1,2,26.0,1,1.0,0,0,0,566.257385253906,6.0,5,5,3,15318,6129.188802083333,4413.621744791667,0,5767.512890625,3817.7734375,12.0,0,0,0,0,0,0,1,1,0,0
15318-65-11-1,1,1,52.0,1,1.0,0,0,0,566.257385253906,6.0,5,5,3,15318,9705.631510416666,2764.8844401041665,0,8761.455078125,4807.8271484375,8.0,0,0,1,0,0,0,0,1,0,0
15322-1-11-1,1,1,53.0,1,1.0,0,0,0,98.3941040039063,6.0,6,2,2,15322,17381.00390625,16810.59765625,0,15249.6650390625,11467.9541015625,8.0,0,0,1,0,0,0,0,1,0,0
15322-64-11-1,1,2,51.0,1,0.0,0,0,0,98.3941040039063,3.0,6,2,2,15322,20332.369140625,12640.7939453125,0,15912.560546875,10454.607421875,12.0,0,0,0,0,0,0,1,1,0,0
15331-53-11-1,1,1,40.0,1,1.0,0,0,0,217.248901367188,6.0,7,5,5,15331,2368.7037109375,2530.7599609375,0,6324.930859375,3749.111328125,12.0,0,0,0,0,0,0,1,1,0,0
15331-54-11-1,1,1,43.0,1,1.0,0,0,0,217.248901367188,3.0,7,5,3,15331,3227.1025390625,4133.70703125,0,2126.729817708333,2747.83203125,12.0,0,0,0,0,0,0,1,1,0,0
15331-55-11-1,1,2,68.0,1,1.0,0,0,0,217.248901367188,3.0,7,5,1,15331,9483.2041015625,11216.7060546875,0,3758.22924804688,4050.2607421875,12.0,0,0,0,0,0,0,1,1,0,0
15331-56-11-1,1,1,45.0,1,0.0,0,0,0,217.248901367188,1.0,7,5,8,15331,11460.8486328125,11100.4853515625,0,9453.26171875,7344.5693359375,10.0,0,0,0,0,1,0,0,1,0,0
15331-156-11-1,1,1,69.0,1,0.0,0,0,0,217.248901367188,4.0,7,5,2,15331,11555.419921875,8991.177734375,0,8809.0,10327.68359375,12.0,0,0,0,0,0,0,1,1,0,0
15331-158-11-1,1,1,53.0,1,1.0,0,0,0,217.248901367188,6.0,7,5,3,15331,10500.39453125,20538.26692708333,0,24666.666666666668,13073.809895833334,10.0,0,0,0,0,1,0,0,1,0,0
15331-159-11-1,1,2,87.0,1,1.0,0,0,0,217.248901367188,1.0,7,5,1,15331,13184.3544921875,13482.9677734375,0,4888.353515625,5054.44775390625,12.0,0,0,0,0,0,0,1,1,0,0
15362-20-11-1,1,1,73.0,1,1.0,0,0,0,207.590713500977,5.0,6,5,2,15362,5664.9345703125,4831.6328125,0,13182.8984375,14352.2578125,8.0,0,0,1,0,0,0,0,1,0,0
15362-26-11-1,1,1,69.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,4,15362,2136.009521484375,3970.3623046875,0,8875.0966796875,4431.63232421875,10.0,0,0,0,0,1,0,0,1,0,0
15362-40-11-1,1,2,87.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,1,15362,8801.056640625,9683.2421875,0,7110.75048828125,6844.35302734375,12.0,0,0,0,0,0,0,1,1,0,0
15362-55-11-1,1,1,75.0,1,1.0,0,0,0,207.590713500977,6.0,6,5,3,15362,5508.671223958333,7316.48828125,0,8417.824869791666,9258.610677083334,12.0,0,0,0,0,0,0,1,1,0,0
15362-81-11-1,1,1,55.0,1,1.0,0,0,0,207.590713500977,3.0,6,5,3,15362,4237.501302083333,4923.388020833333,0,9786.9203125,6414.184765625,12.0,0,0,0,0,0,0,1,1,1,0
15369-157-11-1,1,1,35.0,1,1.0,0,0,0,207.590713500977,5.0,7,5,4,15369,4985.17578125,3275.0810546875,0,3018.673046875,3660.287890625,12.0,0,0,0,0,0,0,1,1,0,0
15369-158-11-1,1,1,38.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,4,15369,2565.36083984375,1733.3543701171875,0,2645.265869140625,4129.49072265625,12.0,0,0,0,0,0,0,1,1,0,0
15370-121-11-1,1,1,79.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,6,15370,3661.9967447916665,2504.241536458333,0,3179.36328125,2921.448567708333,12.0,0,0,0,0,0,0,1,1,0,0
15370-122-11-1,1,1,53.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,4,15370,1755.7294921875,1950.7135009765625,0,396.75015258789,1219.55517578125,12.0,0,0,0,0,0,0,1,1,0,0
15370-304-11-1,1,1,38.0,1,0.0,0,0,0,199.514282226563,4.0,7,5,4,15370,13487.630859375,6467.85107421875,0,8795.1171875,4264.07568359375,12.0,0,0,0,0,0,0,1,1,0,0
15370-306-11-1,1,1,69.0,1,1.0,0,0,0,199.514282226563,3.0,7,5,3,15370,9945.229166666666,6562.501302083333,0,2978.2945963541665,5593.828776041667,12.0,0,0,0,0,0,0,1,1,0,0
15370-308-11-1,1,1,36.0,1,1.0,1,0,0,199.514282226563,6.0,7,5,5,15370,12509.6,4502.62109375,0,4227.0828125,3776.21796875,8.0,0,0,1,0,0,0,0,1,0,0
15373-48-11-1,1,1,71.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,3,15373,4642.798828125,6041.390625,0,15868.973958333334,3199.73046875,12.0,0,0,0,0,0,0,1,1,0,0
15373-51-11-1,1,2,83.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,1,15373,5184.59130859375,5343.0009765625,0,5635.591796875,5512.66552734375,12.0,0,0,0,0,0,0,1,1,0,0
15373-58-11-1,1,2,69.0,1,1.0,0,0,0,222.086868286133,3.0,8,5,1,15373,11125.29296875,14728.4970703125,0,25633.357421875,11650.0625,12.0,0,0,0,0,0,0,1,1,0,0
15374-10-11-1,1,2,63.0,1,1.0,0,0,0,217.248901367188,6.0,6,5,1,15374,2630.09008789063,2453.95556640625,0,7848.66552734375,8038.42138671875,12.0,0,0,0,0,0,0,1,1,0,0
15375-141-11-1,1,2,81.0,1,1.0,0,0,0,207.590713500977,3.0,7,5,2,15375,8686.029296875,3376.742431640625,0,7791.21142578125,4207.0498046875,12.0,0,0,0,0,0,0,1,1,0,0
15375-142-11-1,1,1,49.0,1,1.0,0,0,0,207.590713500977,5.0,7,5,3,15375,9795.671875,6315.854817708333,0,17187.358072916668,7801.405598958333,11.0,0,0,0,0,0,1,0,1,0,0
15375-143-11-1,1,1,58.0,1,1.0,0,0,0,207.590713500977,6.0,7,5,7,15375,13071.46875,7771.693638392857,1,11509.85267857143,8759.31138392857,9.0,0,0,0,1,0,0,0,1,0,1
15375-351-11-1,1,1,61.0,1,1.0,0,0,0,207.590713500977,4.0,7,5,3,15375,14828.048177083334,11049.024739583334,0,15626.5234375,11286.63671875,12.0,0,0,0,0,0,0,1,1,0,0
15376-37-11-1,1,1,38.0,1,1.0,0,0,0,217.248901367188,6.0,7,5,4,15376,3002.7255859375,2978.517333984375,0,2030.5042724609373,2609.7529296875,12.0,0,0,0,0,0,0,1,1,0,0
15376-92-11-1,1,1,32.0,1,1.0,0,0,0,217.248901367188,5.0,7,5,1,15376,8611.271484375,4876.8330078125,0,14540.169921875,3549.27661132813,12.0,0,0,0,0,0,0,1,1,0,0
15376-94-11-1,1,1,38.0,1,1.0,0,0,0,217.248901367188,4.0,7,5,4,15376,3187.833251953125,3011.34423828125,0,3680.376708984375,5242.6845703125,12.0,0,0,0,0,0,0,1,1,0,0
